ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
600030.SH,20130830,20130830,20130630,1,4,2,11016908400.0,33659486174.57,24024482680.87,5885189304.86,,57585123175.4,47021909877.42,,,,,,1500109140.1,,,,9013948297.34,,,,,4975392583.4,,,23480815942.86,,20271968696.0,438893270.19,,29319910188.76,,2391433956.8,796545588.68,,,,,146658951.04,,498944054.65,,837634487.47,,,,,,,402762887.88,,,,,403818143.43,,,,30048761131.26,6900722378.71,7401378.29,,199085869241.42,,871284509.34,,,5580000000.0,373998649.05,,,,25341001475.92,,1540021337.71,993303100.94,196002293.79,,,,,,,,37331713120.33,181285576.39,,,,21373663474.91,,,4944354.24,204930912.09,,,,,596962756.84,,,19913463649.12,,,,,,,,,,,,114502575210.67,,10424684744.87,-632176041.27,,204718766.85,84378575263.9,84583294030.75,199085869241.42,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20130830,20130830,20130630,1,4,2,11016908400.0,33659486174.57,24024482680.87,5885189304.86,,57585123175.4,47021909877.42,,,,,,1500109140.1,,,,9013948297.34,,,,,4975392583.4,,,23480815942.86,,20271968696.0,438893270.19,,29319910188.76,,2391433956.8,796545588.68,,,,,146658951.04,,498944054.65,,837634487.47,,,,,,,402762887.88,,,,,403818143.43,,,,30048761131.26,6900722378.71,7401378.29,,199085869241.42,,871284509.34,,,5580000000.0,373998649.05,,,,25341001475.92,,1540021337.71,993303100.94,196002293.79,,,,,,,,37331713120.33,181285576.39,,,,21373663474.91,,,4944354.24,204930912.09,,,,,596962756.84,,,19913463649.12,,,,,,,,,,,,114502575210.67,,10424684744.87,-632176041.27,,204718766.85,84378575263.9,84583294030.75,199085869241.42,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20130426,20130426,20130331,1,4,1,11016908400.0,34322417556.57,26195207447.07,5885189304.86,,49969373771.09,53404043382.13,,,,,,1341622848.95,,,,9570076739.7,,,,,2057940024.9,,,26298930212.5,,19711226840.31,399843606.83,,21379177744.04,,2491422460.51,788702282.52,,,,,149531609.3,,500451454.98,,658550769.23,,,,,,,363274875.97,,,,,490500769.46,,,,28642995607.7,6179913959.58,7175503.28,,189574669392.42,,875054695.0,,,4500000000.0,113991914.39,,,,37059248773.85,,2290211749.19,943474048.13,179825476.39,,,,,,,,35576778244.42,161902073.85,,,,1500000000.0,,,4944354.24,142985065.96,,,,,677599751.47,,,18081333520.06,,,,,,,,,100000000.0,,,102107349666.95,,10424684744.87,-515972864.37,,138885136.47,87328434589.0,87467319725.47,189574669392.42,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20130328,20130328,20121231,1,4,4,11016908400.0,34391521675.23,25219881621.0,5885189304.86,,52172195283.3,38807609143.38,,,,,,705314697.4,,,,7515088749.62,,,,,793623315.31,,,29191745237.08,,18481905515.52,391785699.44,,14388198175.74,,2551150895.79,768674663.27,,,,,160950213.84,,500900118.6,,836688259.47,,,,,,,423191955.5,,,,,818532731.86,,,,28603994699.74,5247522525.74,7544628.24,,168507554655.12,,790564250.0,,,2900000000.0,18778329.28,,,,22043613830.19,,2313600473.02,1004470876.58,143093610.51,,,,,,,,34807287843.01,175297094.54,,,,1500000000.0,,,4944354.24,323176055.72,,,,,636272129.18,,,15162159121.89,,,,,,,,,100000000.0,,,81823257968.16,,10424684744.87,-473181995.23,,219292936.23,86465003750.73,86684296686.96,168507554655.12,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20130328,20130328,20121231,1,4,4,11016908400.0,34391521675.23,25219881621.0,5885189304.86,,52172195283.3,38807609143.38,,,,,,705314697.4,,,,7515088749.62,,,,,793623315.31,,,29191745237.08,,18481905515.52,391785699.44,,14388198175.74,,2551150895.79,768674663.27,,,,,160950213.84,,500900118.6,,836688259.47,,,,,,,423191955.5,,,,,818532731.86,,,,28603994699.74,5247522525.74,7544628.24,,168507554655.12,,790564250.0,,,2900000000.0,18778329.28,,,,22043613830.19,,2313600473.02,1004470876.58,143093610.51,,,,,,,,34807287843.01,175297094.54,,,,1500000000.0,,,4944354.24,323176055.72,,,,,636272129.18,,,15162159121.89,,,,,,,,,100000000.0,,,81823257968.16,,10424684744.87,-473181995.23,,219292936.23,86465003750.73,86684296686.96,168507554655.12,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20121031,20121031,20120930,1,4,3,11016908400.0,33546907339.73,25029516553.48,5464620499.59,,53410147069.51,26319719144.83,,,,,,545415538.78,,,,8681556603.55,,,,,732300024.9,,,27937586176.38,,18391556243.64,394679635.52,,7556759296.41,,2398262762.98,868646769.72,,,,,140314705.87,,501853528.8,,864567347.26,,,,,,,388468206.52,,,,,832060499.33,,,,26080522179.75,5723703161.37,7313753.42,,149963893554.0,,412181280.0,,,3205000000.0,14818617.57,,,,12698906278.36,,1971264670.74,642002671.64,57769497.98,,,,,,,,32719783106.56,124935516.47,,,,1500000000.0,,,4944354.24,62415844.44,,,,,473429206.09,,,11353891054.54,,,,,,,,,,,,65241342098.63,,9718592573.29,-397062102.02,,343068191.3,84379483264.07,84722551455.37,149963893554.0,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20121031,20121031,20120930,1,4,3,11016908400.0,33546907339.73,25029516553.48,5464620499.59,,53410147069.51,26319719144.83,,,,,,545415538.78,,,,8681556603.55,,,,,732300024.9,,,27937586176.38,,18391556243.64,394679635.52,,7556759296.41,,2398262762.98,868646769.72,,,,,140314705.87,,501853528.8,,864567347.26,,,,,,,388468206.52,,,,,832060499.33,,,,26080522179.75,5723703161.37,7313753.42,,149963893554.0,,412181280.0,,,3205000000.0,14818617.57,,,,12698906278.36,,1971264670.74,642002671.64,57769497.98,,,,,,,,32719783106.56,124935516.47,,,,1500000000.0,,,4944354.24,62415844.44,,,,,473429206.09,,,11353891054.54,,,,,,,,,,,,65241342098.63,,9718592573.29,-397062102.02,,343068191.3,84379483264.07,84722551455.37,149963893554.0,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20120831,20120831,20120630,1,4,2,11016908400.0,34024622451.93,24357872507.12,5464620499.59,,52660098165.77,25616005900.66,,,,,,591424221.74,,,,10894928606.0,,,,,297146000.0,,,28077889202.23,,17799672147.73,397573571.72,,6733195936.4,,2453793022.56,841706605.0,,,,,134599654.79,,501497880.8,,737838823.7,,,,,,,678848867.98,,,,,826902015.71,,,,28038599512.43,6835835825.81,7667878.36,,149243120622.79,,55070367.9,,,2500000000.0,26990096.71,,,,12443317369.77,,2404082994.67,483219292.71,12281419.87,,,,,,,,35804501334.95,2319383553.93,,,,1500000000.0,,,4944354.24,107257185.03,,,,,909883214.05,,,6165145363.58,,,,,,,,,,,,64736076547.41,,9718592573.29,-425919233.9,,350346877.35,84156697198.03,84507044075.38,149243120622.79,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20120831,20120831,20120630,1,4,2,11016908400.0,34024622451.93,24357872507.12,5464620499.59,,52660098165.77,25616005900.66,,,,,,591424221.74,,,,10894928606.0,,,,,297146000.0,,,28077889202.23,,17799672147.73,397573571.72,,6733195936.4,,2453793022.56,841706605.0,,,,,134599654.79,,501497880.8,,737838823.7,,,,,,,678848867.98,,,,,826902015.71,,,,28038599512.43,6835835825.81,7667878.36,,149243120622.79,,55070367.9,,,2500000000.0,26990096.71,,,,12443317369.77,,2404082994.67,483219292.71,12281419.87,,,,,,,,35804501334.95,2319383553.93,,,,1500000000.0,,,4944354.24,107257185.03,,,,,909883214.05,,,6165145363.58,,,,,,,,,,,,64736076547.41,,9718592573.29,-425919233.9,,350346877.35,84156697198.03,84507044075.38,149243120622.79,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20120428,20120428,20120331,1,4,1,11016908400.0,34019959815.89,27709649869.77,5464535589.24,,62309804649.64,19342843076.39,,,,,,409113600.56,,,,8312824739.97,,,,,57736000.0,,,28239644226.12,,17782658867.29,388290394.55,,6577335612.02,,2515577696.92,785145506.12,,,,,131038641.54,,500870025.31,,999631692.09,,,,,,,543280778.18,,,,,707533788.57,,,,32493341528.75,6613881064.45,9022003.29,,149603329295.27,,,,,4000000000.0,20495968.98,,,,10152341823.08,,2942129306.32,832850840.02,59420713.12,,,,,,,,39698157813.87,247479123.15,,,,1500000000.0,,,19354592.38,219488761.22,,,,,540333611.49,,,1514723570.27,,,,,,,,,,,,61746776123.9,,9718592573.29,-445780311.95,,372687235.13,87483865936.24,87856553171.37,149603329295.27,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20120330,20120330,20111231,1,4,4,11016908400.0,33985368284.49,26846394733.48,5464620499.59,,60780083808.88,19049354309.12,,,,,,495072282.05,,,,8424605593.42,790000000.0,,,,575760000.0,,,28897655815.21,,17408888374.56,314423700.4,,4304044840.36,,2646525602.03,691921813.41,,,,,138758454.58,,500879600.45,,1344366963.31,,,,,,,1077628289.48,,,,,840410526.47,,,,30107932061.58,5652306122.69,9391128.24,,148280379973.73,,,,,100000000.0,6282506.88,,,,14232692730.59,,3120180524.4,2689666558.41,37187500.0,,,,,,,,36477143105.53,106443450.65,,,,1500000000.0,,,19354592.38,104477950.25,,,,,1127702082.37,,,1769046124.07,,,,,,,,,,,,61290177125.53,,9718592573.29,-444599639.87,,402917997.22,86587284850.98,86990202848.2,148280379973.73,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20120330,20120330,20111231,1,4,4,11016908400.0,33985368284.49,26846394733.48,5464620499.59,,60780083808.88,19049354309.12,,,,,,495072282.05,,,,8424605593.42,790000000.0,,,,575760000.0,,,28897655815.21,,17408888374.56,314423700.4,,4304044840.36,,2646525602.03,691921813.41,,,,,138758454.58,,500879600.45,,1344366963.31,,,,,,,1077628289.48,,,,,840410526.47,,,,30107932061.58,5652306122.69,9391128.24,,148280379973.73,,,,,100000000.0,6282506.88,,,,14232692730.59,,3120180524.4,2689666558.41,37187500.0,,,,,,,,36477143105.53,106443450.65,,,,1500000000.0,,,19354592.38,104477950.25,,,,,1127702082.37,,,1769046124.07,,,,,,,,,,,,61290177125.53,,9718592573.29,-444599639.87,,402917997.22,86587284850.98,86990202848.2,148280379973.73,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20111029,20111029,20110930,1,4,3,9945701400.0,23309437839.87,18813491097.31,4679619167.33,,44906248850.46,17389296284.71,,,,,,473582773.43,,,,6393110607.9,,,,,,,,29346788900.08,,9403378031.28,303937264.31,,5573068135.56,,2581988668.97,232417201.01,,,,,104387670.55,,820250126.41,,949736106.19,,,,,,,706948138.91,,,,,808270350.19,,,,30799540743.45,4147965532.62,8405670.05,,119993409109.96,,351639805.18,,,,33419792.2,,,,10618775136.41,,2215214917.97,1072758774.28,21250000.0,,,,,,,,35633763902.04,38547824.52,,,,1500000000.0,,,19354592.38,172037175.15,,,,,697886135.45,,,1609472516.32,,,,,,,,,,,,53984120571.9,,9282814521.49,-405523518.88,,383748030.94,65625540507.12,66009288538.06,119993409109.96,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20111029,20111029,20110930,1,4,3,9945701400.0,23309437839.87,18813491097.31,4679619167.33,,44906248850.46,17389296284.71,,,,,,473582773.43,,,,6393110607.9,,,,,,,,29346788900.08,,9403378031.28,303937264.31,,5573068135.56,,2581988668.97,232417201.01,,,,,104387670.55,,820250126.41,,949736106.19,,,,,,,706948138.91,,,,,808270350.19,,,,30799540743.45,4147965532.62,8405670.05,,119993409109.96,,351639805.18,,,,33419792.2,,,,10618775136.41,,2215214917.97,1072758774.28,21250000.0,,,,,,,,35633763902.04,38547824.52,,,,1500000000.0,,,19354592.38,172037175.15,,,,,697886135.45,,,1609472516.32,,,,,,,,,,,,53984120571.9,,9282814521.49,-405523518.88,,383748030.94,65625540507.12,66009288538.06,119993409109.96,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20110820,20110820,20110630,1,4,2,9945701400.0,25637425894.1,18521029793.84,4679619167.33,,55846973185.4,16415761673.71,,,,,,376951948.1,,,,6039076421.4,,,,,1932764130.43,,,30382841783.79,,9240106946.86,82108344.4,,5221299909.95,,552216102.75,2180233102.63,,,,,102426583.9,,822470190.6,,826044459.46,,,,,,,787167707.83,,,,,1016373859.44,,,,35903695102.26,5003772692.24,8826045.08,,131824816350.65,,768986799.19,,,1080000000.0,24330506.44,,,,11130274247.8,,3430408772.5,1243751248.61,5312500.0,,,,,,,,41781112283.95,74865612.56,,,,1500000000.0,,,19354592.38,542522764.11,,,,,627397711.46,,,1527437631.46,,,,,,,,,,,,63755754670.46,,9215296101.26,-329483388.79,,399472712.45,67669588967.74,68069061680.19,131824816350.65,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20110430,20110430,20110331,1,4,1,9945701400.0,26593520111.18,21950309243.66,4679619167.33,,62935165504.1,14920795131.35,,,,,,315154393.7,,,,8134888399.23,,,,,156800000.0,,,33823955139.95,,8193594786.81,82792722.01,,5854520410.06,,542514789.37,2036536989.95,,,,,103086754.85,,823924243.74,,1012853940.17,,,,,,,724759307.02,,,,,1461878251.23,,,,41144964631.3,6178380028.75,9880984.9,,141123220763.54,,462395250.0,,,100000000.0,,,,,9229060408.74,,4345328944.92,2098771007.77,53125000.0,,,,,,,,47920206101.25,86120128.49,,,,1500000000.0,,,19354592.38,859796465.09,,,,,631633565.85,,,1374391570.17,,,,,,,,,,,,68680183034.66,,9142655058.03,-282349704.62,,413582453.3,72029455275.58,72443037728.88,141123220763.54,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20110409,20110409,20101231,1,4,4,9945701400.0,26316182005.22,20662217438.58,4679619167.33,,64719043894.69,14256148793.41,,,,,,343977989.64,,,,15636578167.63,,,,,1866466438.36,,,37187514988.4,,7613649343.45,83477099.62,,5184718356.0,,563986967.04,1926558722.0,,,,,103085408.19,,825111560.89,,1128067261.93,,,,,,,732536706.51,,,,,1006748593.23,,,,46963994454.86,14947470217.93,10946421.86,,153177670290.99,,127639500.0,,,,,,,,6901600000.0,,5057690302.46,3860920032.13,37187500.0,,,,,,,,62081222218.36,66648994.52,,,,1500000000.0,,,19354592.38,797158187.31,,,,,434574716.75,,,1445959066.5,,,,,,,,,,,,82329955110.41,,9073546065.04,-242367108.05,,412816212.46,70434898968.12,70847715180.58,153177670290.99,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20110409,20110409,20101231,1,4,4,9945701400.0,26316182005.22,20662217438.58,4679619167.33,,64719043894.69,14256148793.41,,,,,,343977989.64,,,,15636578167.63,,,,,1866466438.36,,,37187514988.4,,7613649343.45,83477099.62,,5184718356.0,,563986967.04,1926558722.0,,,,,103085408.19,,825111560.89,,1128067261.93,,,,,,,732536706.51,,,,,1006748593.23,,,,46963994454.86,14947470217.93,10946421.86,,153177670290.99,,127639500.0,,,,,,,,6901600000.0,,5057690302.46,3860920032.13,37187500.0,,,,,,,,62081222218.36,66648994.52,,,,1500000000.0,,,19354592.38,797158187.31,,,,,434574716.75,,,1445959066.5,,,,,,,,,,,,82329955110.41,,9073546065.04,-242367108.05,,412816212.46,70434898968.12,70847715180.58,153177670290.99,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20101030,20101030,20100930,1,4,3,9945701400.0,26640911902.44,16254389706.9,3723989184.36,,94386528816.64,17268460645.8,,,,,,146109474.53,,,,8409705890.36,844980917.93,,,,4266499664.57,,,35769492336.83,,4909807605.18,135094984.47,,2579688307.36,,907762385.27,1730320337.96,,,,,143142405.43,,826829614.26,,781035765.4,,,,,,,51785288.13,,,,,1784649691.15,,,,80618394199.01,7008696379.43,49672075.76,,174941894131.27,,712379250.0,,,,,,,,7371655781.41,,4868993961.78,1237860620.68,25824021.79,,,,,,,,88946130143.71,110558594.5,,,,1500000000.0,,,50997145.07,842609906.46,,,,,,,,1853120816.1,,,,,,,,,,,,107520130241.5,,7148905988.97,-187409513.41,,3895275220.51,63526488669.26,67421763889.77,174941894131.27,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20100828,20100828,20100630,1,4,2,9945701400.0,24591075670.37,14933976018.59,3723989184.36,,102285836040.6,15708910280.88,,,,,,119098421.86,,,,8898340521.2,448354365.52,,,,5754910032.67,,,37014669341.59,,3547354188.49,129532963.81,,1862411138.21,,810125241.92,1596070049.14,,,,,142301867.39,,828047024.69,,922560519.04,,,,,,,35563293.53,,,,,1671767841.17,,,,89945881056.57,7861870537.28,52557655.09,,181775853131.71,,,,,,,,,,9343064392.46,,5162960188.74,929429397.98,20273816.24,,,,,,,,99065311162.78,53974223.84,,,,1500000000.0,,,50997145.07,287568896.77,,,,,,,,1582288341.38,,,,,,,,,,,,117995867565.26,,7074623441.43,-148176649.4,,3658796501.1,60121189065.35,63779985566.45,181775853131.71,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20100828,20100828,20100630,1,4,2,9945701400.0,24591075670.37,14933976018.59,3723989184.36,,102285836040.6,15708910280.88,,,,,,119098421.86,,,,8898340521.2,448354365.52,,,,5754910032.67,,,37014669341.59,,3547354188.49,129532963.81,,1862411138.21,,810125241.92,1596070049.14,,,,,142301867.39,,828047024.69,,922560519.04,,,,,,,35563293.53,,,,,1671767841.17,,,,89945881056.57,7861870537.28,52557655.09,,181775853131.71,,,,,,,,,,9343064392.46,,5162960188.74,929429397.98,20273816.24,,,,,,,,99065311162.78,53974223.84,,,,1500000000.0,,,50997145.07,287568896.77,,,,,,,,1582288341.38,,,,,,,,,,,,117995867565.26,,7074623441.43,-148176649.4,,3658796501.1,60121189065.35,63779985566.45,181775853131.71,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20100430,20100430,20100331,1,4,1,6630467600.0,28861346952.93,17194317408.17,3723989184.36,,120649888975.86,13348636952.59,,,,,,69453259.74,,,,27138716538.07,27417.0,,,,3599714307.97,,,38738306804.4,,3403103623.91,144050765.0,,1730932373.93,,795456710.37,1573823840.74,,,,,137787240.48,,828981284.61,,959953666.14,,,,,,,,,,,,1546793730.48,,,,87134216051.84,26498567653.12,55442887.92,,214665627491.29,,79129800.0,,,,,,,,21254152662.87,,6068166759.75,1544471577.88,53125000.0,,,,,,,,115076592349.59,263871565.26,,,,1500000000.0,,,51111057.18,537856785.75,,,,,3260803.36,,,1512595600.08,,,,,,,,,,,,147944333961.72,,6999896981.17,-118394867.01,,3429670269.95,63291623259.62,66721293529.57,214665627491.29,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20100331,20100331,20091231,1,4,4,6630467600.0,28662512081.77,15772406121.33,3723989184.36,,129205085092.41,11887157177.53,,,,,,50058324.92,,,,9837618433.61,,,,,1903140344.6,,,42923258593.52,,3436499079.23,159284956.77,,1676251522.52,,846146717.49,1534044910.0,,,,,145432216.36,,829153637.1,,954270598.67,,,,,,,,,,,,1420042360.91,,,,101818518003.91,9331929360.04,58341822.32,,206807443965.64,,88048000.0,,,,,,,,17922705174.09,,5893886484.46,2049269231.58,40480836.74,,,,,,,,112477669565.67,225187234.1,,,,1500000000.0,,,56366724.12,412728658.38,,,,,6230205.75,,,1320492806.44,,,,,,,,,,,,141993064921.33,,6922940001.64,-112879106.58,,3214943161.79,61599435882.52,64814379044.31,206807443965.64,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20100331,20100331,20091231,1,4,4,6630467600.0,28662512081.77,15772406121.33,3723989184.36,,129205085092.41,11887157177.53,,,,,,50058324.92,,,,9837618433.61,,,,,1903140344.6,,,42923258593.52,,3436499079.23,159284956.77,,1676251522.52,,846146717.49,1534044910.0,,,,,145432216.36,,829153637.1,,954270598.67,,,,,,,,,,,,1420042360.91,,,,101818518003.91,9331929360.04,58341822.32,,206807443965.64,,88048000.0,,,,,,,,17922705174.09,,5893886484.46,2049269231.58,40480836.74,,,,,,,,112477669565.67,225187234.1,,,,1500000000.0,,,56366724.12,412728658.38,,,,,6230205.75,,,1320492806.44,,,,,,,,,,,,141993064921.33,,6922940001.64,-112879106.58,,3214943161.79,61599435882.52,64814379044.31,206807443965.64,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20091031,20091031,20090930,1,4,3,6630467600.0,27736315686.39,15912653002.6,2800131671.33,,132432197560.98,7881834949.36,,,,,,24798815.55,,,,9576902735.75,,,,,2055476543.27,,,17818018207.48,89101367.04,3308846772.27,151306787.57,,1935907232.06,,814854937.22,1474937443.41,,,,,125597490.29,,832790142.71,,468344348.9,,,,,,,2761968.43,,,,,1318065775.15,,,,92874098978.11,9111865792.14,61272148.08,,180311743077.44,,105736800.0,,,,,,,,5828489492.72,,4946553696.97,1422768533.78,21445583.94,,,,,,,,103164650014.82,832121638.65,,,,1500000000.0,,,1122019.46,101595900.36,,,,,,,,1487831171.09,,,,,,,,,,,,119412314851.79,,5017016414.89,-110029676.51,,2912873526.96,57986554698.69,60899428225.65,180311743077.44,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20090815,20090815,20090630,1,4,2,6630467600.0,28883027525.37,13524734760.0,2800131671.33,,97312351821.06,8498042412.69,,,,,,5904329.32,,,,9796612844.22,,,,,1161782971.76,,,19955714899.52,685219148.81,2901041455.59,152536495.73,,1652898066.84,,830536869.17,17221739.78,,,,,119160099.93,,832781442.44,,446333310.61,,,,,,,,,,,,958240710.85,,,,57646616605.49,9224504085.98,64610132.54,,145326378618.32,,282089600.0,,,,,,,,8788163698.63,,4184031920.76,1202368287.99,5650965.75,,,,,,,,67740928318.29,109823558.45,,,,1500000000.0,,,1272019.46,377934224.79,,,,,1990530.77,,,1911683030.91,,,,,,,,,,,,86105936155.8,,4940943791.62,-108186705.21,,2549323819.41,56671118643.11,59220442462.52,145326378618.32,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20090430,20090430,20090331,1,4,1,6630467600.0,28276997548.33,14581023133.78,2800131671.33,,95583636437.3,5893153160.25,,,,,,9380815.05,,,,9393567163.05,,,,,1981863082.26,,,22849465680.21,674433197.31,2588002749.4,153766203.89,,1751618445.22,,821798142.7,12793574.78,,,,,121671886.77,,832849836.29,,657326844.51,,,,,,,,,,,,505178777.43,,,,61711203158.17,8365070980.23,67565808.75,,143830505996.42,,,,,,,,,,4104156090.15,,4432823921.93,1884774611.28,53291234.37,,,,,,,,70517642110.44,89565859.98,,,,1500000000.0,,,1299469.64,269930470.63,,,,,8652656.43,,,1391440959.63,,,,,,,,,,,,84253577384.48,,4877634768.11,-109395540.82,,2520069431.2,57056859180.74,59576928611.94,143830505996.42,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20090430,20090430,20081231,1,4,4,6630467600.0,27946626759.34,13133941200.83,2800131671.33,,80411873303.42,6004843167.17,,,,,,39012775.1,,,,5010957190.99,,,,,3326520961.64,,,34099202962.31,628030806.28,2591872529.91,149461750.86,,1534094142.55,,869334898.46,14790966.91,,,,,129017217.01,,832830686.01,,727696584.03,,,,,,,,,,,,518732042.85,,,,55956478911.49,4688444854.37,70723828.04,,136888271985.5,,,,,,,,,,8593187140.5,,4356712984.78,2023968207.94,51736862.74,,,,,,,,61069718880.41,47090859.98,,,,1950000000.0,,,1543612.97,180612156.9,,,,,2879497.3,,,1084511639.07,,,,,,,,,,,,79361961842.59,,4820306546.04,-109708509.49,,2304544874.86,55221765268.05,57526310142.91,136888271985.5,,,,,,,,,,,,,,,,,,,,,,,,1
600030.SH,20090430,20090430,20081231,1,4,4,6630467600.0,27946626759.34,13133941200.83,2800131671.33,,80411873303.42,6004843167.17,,,,,,39012775.1,,,,5010957190.99,,,,,3326520961.64,,,34099202962.31,628030806.28,2591872529.91,149461750.86,,1534094142.55,,869334898.46,14790966.91,,,,,129017217.01,,832830686.01,,727696584.03,,,,,,,,,,,,518732042.85,,,,55956478911.49,4688444854.37,70723828.04,,136888271985.5,,,,,,,,,,8593187140.5,,4356712984.78,2023968207.94,51736862.74,,,,,,,,61069718880.41,47090859.98,,,,1950000000.0,,,1543612.97,180612156.9,,,,,2879497.3,,,1084511639.07,,,,,,,,,,,,79361961842.59,,4820306546.04,-109708509.49,,2304544874.86,55221765268.05,57526310142.91,136888271985.5,,,,,,,,,,,,,,,,,,,,,,,,0
