ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
600030.SH,20160825,20160630,0.43,0.43,1.4987,1.4987,4.4936,0.621,3.6216,-49905005.52,5292036133.14,,1.5,1.5,,,,,0.0306,1763128577.61,,,45170528853.2833,,,,,,,,,,51407608670.94,0.4326,11.2421,-3.4302,4.2426,-3.0367,,,,30.2563,,,,30.2563,,43.5738,,4.355,,40.5717,,3.8075,3.73,3.8438,,0.9264,,7.615,,75.6203,4.1018,4.3077,,,,,,,,,3.1018,0.316,,,,,-0.0964,,1.8528,0.8839,3969557789.98,40.3644,,,2.6162,2.6608,0.6415,-256.2929,-61.95,-61.95,-130.5921,-56.4433,-56.6962,-57.96,-57.53,-130.5919,-59.7923,-2.09,-7.4742,-2.1,-41.6313,-41.6313,-50.1418,107.3518,4.5497
600030.SH,20160430,20160331,0.14,0.14,0.6272,0.6272,4.4937,0.621,3.8267,11482109.55,1629834278.98,,,,,,,,0.0127,708076285.63,,,,,,,,,,,,,53893110351.36,0.1355,11.4759,-1.1967,4.4478,-2.6202,,,,23.5596,,,,23.5596,,48.3129,,6.2114,,31.5402,,1.18,1.18,1.1717,,0.2983,,4.72,,75.7398,4.122,4.3161,,,,,,,,,3.122,0.3141,,,,,-0.0328,,1.1932,0.2734,3875050191.27,31.7468,,,1.18,1.1717,0.2983,-190.796,-60.0,-60.0,-166.3838,-53.8831,-53.5894,-57.0,-57.29,-173.0127,-67.8425,-0.061,-5.1165,-0.06,-23.486,-23.486,-23.486,-57.4253,33.7157
600030.SH,20160430,20160331,0.14,0.14,0.6272,0.6272,4.4937,0.621,3.8267,11482109.55,1629834278.98,,,,,,,,0.0127,708076285.63,,,,,,,,,,,,,53893110351.36,0.1355,11.4759,-1.1967,4.4478,-2.6202,,,,23.5596,,,,23.5596,,48.3129,,6.2114,,31.5402,,1.18,1.18,1.1717,,0.2983,,4.72,,75.7398,4.122,4.3161,,,,,,,,,3.122,0.3141,,,,,-0.0328,,1.1932,0.2734,3875050191.27,31.7468,,,1.18,1.1717,0.2983,-190.796,-60.0,-60.0,-166.3838,-53.8831,-53.5894,-57.0,-57.29,-173.0127,-67.8425,-0.061,-5.1165,-0.06,-23.486,-23.486,-23.486,-57.4253,33.7157
600030.SH,20160324,20151231,1.71,1.71,4.6227,4.6227,4.4937,0.621,3.6962,-277003906.91,20076797281.24,,1.4,1.4,,,,,0.1022,4535995064.96,,,,,,,,,,,,,52311995408.49,1.6341,11.4829,7.1178,4.3173,6.3395,,,,36.349,,,,36.349,,35.895,,4.4297,,49.3706,,16.622,16.63,16.8545,,3.7163,,16.622,,76.9948,4.3468,4.5994,,,,,,,,,3.3468,0.2933,,,,,0.1818,,3.7163,3.614,3927042128.87,48.7154,,,2.7982,3.0202,0.6288,-52.3042,66.02,66.02,157.6766,109.8149,76.9371,74.64,107.86,183.41,24.3878,27.6573,28.4559,40.4,91.8431,91.8431,15.1122,10.2052,40.4033
600030.SH,20160324,20151231,1.71,1.71,4.6227,4.6227,4.4937,0.621,3.6962,-277003906.91,20076797281.24,,1.4,1.4,,,,,0.1022,4535995064.96,,,1710677041.2474,,,,,,,,,,52311995408.49,1.6341,11.4829,7.1178,4.3173,6.3395,,,,36.349,,,,36.349,,35.895,,4.4297,,49.3706,,16.622,16.63,16.8545,,3.7163,,16.622,,76.9948,4.3468,4.5994,,,,,,,,,3.3468,0.2933,,,,,0.1818,,3.7163,3.614,3927042128.87,48.7154,,,2.7982,3.0202,0.6288,-52.3042,66.02,66.02,157.6766,109.8149,76.9371,74.64,107.86,183.41,24.3878,27.6573,28.4559,40.4,91.8431,91.8431,15.1122,10.2052,40.4033
600030.SH,20151030,20150930,1.4,1.4,3.4999,3.4999,4.4861,0.5854,3.7532,25551360.15,15960406645.23,,,,,,,,0.0755,4221637705.5,,,,,,,,,,,,,52569453151.35,1.3193,11.0135,7.7051,4.3385,9.5811,,,,38.6667,,,,38.6667,,34.9941,,1.8223,,51.9327,,13.7485,14.11,13.7265,,2.9183,,18.3313,,78.8323,4.7242,4.8325,,,,,,,,,3.7242,0.2628,,,,,0.1839,,3.8911,2.845,1467234952.43,52.0081,,,2.666,2.6531,0.515,-376.2159,141.38,141.38,538.315,223.324,143.8382,151.16,240.12,602.03,74.5707,22.4389,34.3062,34.66,144.0268,144.0268,65.0697,-56.3967,43.8738
600030.SH,20151030,20150930,1.4,1.4,3.4999,3.4999,4.4861,0.5854,3.7532,25551360.15,15960406645.23,,,,,,,,0.0755,4221637705.5,,,,,,,,,,,,,52569453151.35,1.3193,11.0135,7.7051,4.3385,9.5811,,,,38.6667,,,,38.6667,,34.9941,,1.8223,,51.9327,,13.7485,14.11,13.7265,,2.9183,,18.3313,,78.8323,4.7242,4.8325,,,,,,,,,3.7242,0.2628,,,,,0.1839,,3.8911,2.845,1467234952.43,52.0081,,,2.666,2.6531,0.515,-376.2159,141.38,141.38,538.315,223.324,143.8382,151.16,240.12,602.03,74.5707,22.4389,34.3062,34.66,144.0268,144.0268,65.0697,-56.3967,43.8738
600030.SH,20150825,20150630,1.13,1.13,2.5676,2.5676,4.4857,0.5854,3.4322,8566249.93,12461707496.34,,,,,,,,0.0496,2505526375.08,,,,,,,,,,,,,48680487027.67,1.0292,10.7529,11.2127,4.0176,15.5863,,,,40.957,,,,40.957,,33.7215,,0.4983,,54.3686,,10.8725,11.79,10.865,,2.0304,,21.745,,82.8821,5.8418,5.4716,,,,,,,,,4.8418,0.2027,,,,,0.2114,,4.0608,1.9871,1414837481.32,54.4068,,,7.387,7.3802,1.3096,547.7412,205.41,205.41,62540.7821,369.5602,190.6378,205.97,416.95,68625.24,110.7201,19.44,61.6895,31.48,195.3198,195.3198,265.5495,125.4174,45.2032
600030.SH,20150825,20150630,1.13,1.13,2.5676,2.5676,4.4857,0.5854,3.4322,8566249.93,12461707496.34,,,,,,,,0.0496,2505526375.08,,,36047364957.3575,,,,,,,,,,48680487027.67,1.0292,10.7529,11.2127,4.0176,15.5863,,,,40.957,,,,40.957,,33.7215,,0.4983,,54.3686,,10.8725,11.79,10.865,,2.0304,,21.745,,82.8821,5.8418,5.4716,,,,,,,,,4.8418,0.2027,,,,,0.2114,,4.0608,1.9871,1414837481.32,54.4068,,,7.387,7.3802,1.3096,547.7412,205.41,205.41,62540.7821,369.5602,190.6378,205.97,416.95,68625.24,110.7201,19.44,61.6895,31.48,195.3198,195.3198,265.5495,125.4174,45.2032
600030.SH,20150430,20150331,0.35,0.35,0.9016,0.9016,3.097,0.6438,3.3104,660019.63,3816385847.13,,,,,,,,0.019,1253803701.25,,,,,,,,,,,,,43562695883.76,0.3465,9.4392,1.8027,3.9542,3.1113,,,,39.6757,,,,39.6757,,41.2546,,0.5577,,52.3293,,3.759,3.76,3.7583,,0.7519,,15.036,,81.3266,5.3552,5.1617,,,,,,,,,4.3552,0.2249,,,,,0.0429,,3.0076,0.7282,1297414963.92,52.3389,,,3.759,3.7583,0.7519,199.9456,191.67,191.67,521.6207,174.8372,173.8991,191.3,192.34,522.35,147.3379,4.9371,18.5625,4.94,109.5027,109.5027,109.5027,-18.3824,17.7734
600030.SH,20150430,20150331,0.35,0.35,0.9016,0.9016,3.097,0.6438,3.3104,660019.63,3816385847.13,,,,,,,,0.019,1253803701.25,,,,,,,,,,,,,43562695883.76,0.3465,9.4392,1.8027,3.9542,3.1113,,,,39.6757,,,,39.6757,,41.2546,,0.5577,,52.3293,,3.759,3.76,3.7583,,0.7519,,15.036,,81.3266,5.3552,5.1617,,,,,,,,,4.3552,0.2249,,,,,0.0429,,3.0076,0.7282,1297414963.92,52.3389,,,3.759,3.7583,0.7519,199.9456,191.67,191.67,521.6207,174.8372,173.8991,191.3,192.34,522.35,147.3379,4.9371,18.5625,4.94,109.5027,109.5027,109.5027,-18.3824,17.7734
600030.SH,20150324,20141231,1.03,1.03,2.6502,2.6502,3.097,0.6438,2.9691,1678321674.64,9658872150.82,,,,,,,,0.0778,2428833594.88,,,,,,,,,,,,,39803087018.15,1.0291,8.9951,2.7623,3.6129,6.0466,,,,40.625,,,,40.625,,48.4514,,2.0549,,45.1418,,12.1392,12.18,10.3421,,3.1589,,12.1392,,78.9145,4.7426,4.0205,,,,,,,,,3.7426,0.2618,,,,,0.0804,,3.1589,3.0193,1296018310.08,52.8194,,,5.1835,5.1772,1.1958,144.9618,114.58,114.58,263.4497,92.1429,125.2665,116.2,83.36,263.5285,91.3042,13.07,76.7529,13.01,81.1793,81.1793,104.4747,98.4347,13.0122
600030.SH,20150324,20141231,1.03,1.03,2.6502,2.6502,3.097,0.6438,2.9691,1678321674.64,9658872150.82,,,,,,,,0.0778,2428833594.88,,,45192254080.7434,,,,,,,,,,39803087018.15,1.0291,8.9951,2.7623,3.6129,6.0466,,,,40.625,,,,40.625,,48.4514,,2.0549,,45.1418,,12.1392,12.18,10.3421,,3.1589,,12.1392,,78.9145,4.7426,4.0205,,,,,,,,,3.7426,0.2618,,,,,0.0804,,3.1589,3.0193,1296018310.08,52.8194,,,5.1835,5.1772,1.1958,144.9618,114.58,114.58,263.4497,92.1429,125.2665,116.2,83.36,263.5285,91.3042,13.07,76.7529,13.01,81.1793,81.1793,104.4747,98.4347,13.0122
600030.SH,20141031,20140930,0.58,0.58,1.5774,1.5774,3.1196,0.5845,2.7389,1672298158.18,4692516255.17,,,,,,,,0.0537,478457858.55,,,,,,,,,,,,,36613531425.85,0.5777,8.4193,1.2071,3.3234,2.437,,,,38.8269,,,,38.8269,,54.775,,1.6096,,39.1959,,7.0546,7.05,5.2011,,2.0856,,9.4061,,74.8204,3.9715,3.586,,,,,,,,,2.9715,0.33,,,,,0.0473,,2.7808,1.9673,1144516703.13,52.0483,,,2.5089,2.5009,0.6748,191.434,70.59,70.59,161.0417,44.3379,91.3297,72.18,27.04,161.0435,61.2718,5.7781,38.4559,5.78,68.1508,68.1508,59.388,87.5741,6.7612
600030.SH,20141031,20140930,0.58,0.58,1.5774,1.5774,3.1196,0.5845,2.7389,1672298158.18,4692516255.17,,,,,,,,0.0537,478457858.55,,,,,,,,,,,,,36613531425.85,0.5777,8.4193,1.2071,3.3234,2.437,,,,38.8269,,,,38.8269,,54.775,,1.6096,,39.1959,,7.0546,7.05,5.2011,,2.0856,,9.4061,,74.8204,3.9715,3.586,,,,,,,,,2.9715,0.33,,,,,0.0473,,2.7808,1.9673,1144516703.13,52.0483,,,2.5089,2.5009,0.6748,191.434,70.59,70.59,161.0417,44.3379,91.3297,72.18,27.04,161.0435,61.2718,5.7781,38.4559,5.78,68.1508,68.1508,59.388,87.5741,6.7612
600030.SH,20140829,20140630,0.37,0.37,0.9562,0.9562,3.0435,0.5845,2.5357,1665018794.91,2410600878.36,,,,,,,,0.0345,-323309394.07,,,,,,,,,,,,,34375070795.79,0.3699,8.1448,0.0179,3.1202,0.6707,,,,41.1351,,,,41.1351,,58.527,,2.6542,,34.194,,4.5943,4.56,2.7174,,1.4183,,9.1886,,73.086,3.7155,3.4444,,,,,,,,,2.7155,0.3614,,,,,0.0008,,2.8366,1.3339,1154207011.62,55.2833,,,3.1065,1.2415,0.8821,-51.67,94.74,94.74,101.0594,33.0762,114.3906,93.19,14.65,101.0621,81.6638,2.3293,25.2031,2.33,74.3787,74.3787,87.5685,-9.5308,6.3432
600030.SH,20140829,20140630,0.37,0.37,0.9562,0.9562,3.0435,0.5845,2.5357,1665018794.91,2410600878.36,,,,,,,,0.0345,-323309394.07,,,14563356771.3858,,,,,,,,,,34375070795.79,0.3699,8.1448,0.0179,3.1202,0.6707,,,,41.1351,,,,41.1351,,58.527,,2.6542,,34.194,,4.5943,4.56,2.7174,,1.4183,,9.1886,,73.086,3.7155,3.4444,,,,,,,,,2.7155,0.3614,,,,,0.0008,,2.8366,1.3339,1154207011.62,55.2833,,,3.1065,1.2415,0.8821,-51.67,94.74,94.74,101.0594,33.0762,114.3906,93.19,14.65,101.0621,81.6638,2.3293,25.2031,2.33,74.3787,74.3787,87.5685,-9.5308,6.3432
600030.SH,20140430,20140331,0.12,0.12,0.4304,0.4304,3.0184,0.5845,2.4384,4894932.27,1305461330.91,,,,,,,,0.0161,521986808.69,,,,,,,,,,,,,33302904457.22,0.1189,8.0147,0.29,3.0229,0.4746,,,,30.1202,,,,30.1202,,55.2595,,0.0221,,39.8896,,1.4892,1.48,1.4836,,0.4838,,5.9568,,71.7883,3.5446,3.3545,,,,,,,,,2.5446,0.3856,,,,,0.0139,,1.9352,0.4439,3990219666.58,40.0335,,,1.4892,1.4836,0.4838,67.3078,33.33,33.33,159.1837,41.6862,41.6395,34.35,34.39,159.1172,32.8764,0.63,17.5538,0.69,60.5805,60.5805,60.5805,-11.6381,1.1095
600030.SH,20140430,20140331,0.12,0.12,0.4304,0.4304,3.0184,0.5845,2.4384,4894932.27,1305461330.91,,,,,,,,0.0161,521986808.69,,,,,,,,,,,,,33302904457.22,0.1189,8.0147,0.29,3.0229,0.4746,,,,30.1202,,,,30.1202,,55.2595,,0.0221,,39.8896,,1.4892,1.48,1.4836,,0.4838,,5.9568,,71.7883,3.5446,3.3545,,,,,,,,,2.5446,0.3856,,,,,0.0139,,1.9352,0.4439,3990219666.58,40.0335,,,1.4892,1.4836,0.4838,67.3078,33.33,33.33,159.1837,41.6862,41.6395,34.35,34.39,159.1172,32.8764,0.63,17.5538,0.69,60.5805,60.5805,60.5805,-11.6381,1.1095
600030.SH,20140328,20131231,0.48,0.48,1.4628,1.4628,3.0947,0.5845,2.3266,-23903141.28,5267820120.39,,,,,,,,0.0733,1398165773.17,,,,,,,,,,,,,32071273140.7,0.476,7.9594,-1.69,2.9111,0.5543,,,,32.938,,,,32.938,,50.1445,,2.1891,,42.566,,6.0222,6.02,6.0496,,2.4135,,6.0222,,67.0534,3.0352,2.5257,,,,,,,,,2.0352,0.4819,,,,,-0.1023,,2.4135,2.3843,4069751857.66,42.482,,,1.7726,1.8033,0.5879,54.955,26.32,26.32,2.3121,26.31,24.76,23.75,25.7,2.5814,22.026,1.4,61.0339,1.42,37.8094,37.8094,62.9896,6.3618,1.415
600030.SH,20140328,20131231,0.48,0.48,1.4628,1.4628,3.0947,0.5845,2.3266,-23903141.28,5267820120.39,,,,,,,,0.0733,1398165773.17,,,34254552627.2266,,,,,,,,,,32071273140.7,0.476,7.9594,-1.69,2.9111,0.5543,,,,32.938,,,,32.938,,50.1445,,2.1891,,42.566,,6.0222,6.02,6.0496,,2.4135,,6.0222,,67.0534,3.0352,2.5257,,,,,,,,,2.0352,0.4819,,,,,-0.1023,,2.4135,2.3843,4069751857.66,42.482,,,1.7726,1.8033,0.5879,54.955,26.32,26.32,2.3121,26.31,24.76,23.75,25.7,2.5814,22.026,1.4,61.0339,1.42,37.8094,37.8094,62.9896,6.3618,1.415
600030.SH,20131031,20130930,0.34,0.34,0.9381,0.9381,3.1433,0.5342,2.3247,2867554.67,3693829191.33,,,,,,,,0.0474,650948573.63,,,,,,,,,,,,,31496557633.8,0.3355,7.8861,-1.9775,2.8589,0.457,,,,36.0226,,,,36.0226,,47.9999,,1.898,,45.6624,,4.2651,4.24,4.2618,,1.7064,,5.6868,,67.0037,3.0306,2.5173,,,,,,,,,2.0306,0.4841,,,,,-0.1214,,2.2752,1.6943,4061087685.26,45.7429,,,1.8534,1.8584,0.6905,-73.877,25.93,25.93,-63.4298,26.6558,25.4847,26.58,27.82,-63.0648,22.9383,0.4804,58.9603,0.48,26.8494,26.8494,81.9893,46.6611,2.964
600030.SH,20131031,20130930,0.34,0.34,0.9381,0.9381,3.1433,0.5342,2.3247,2867554.67,3693829191.33,,,,,,,,0.0474,650948573.63,,,,,,,,,,,,,31496557633.8,0.3355,7.8861,-1.9775,2.8589,0.457,,,,36.0226,,,,36.0226,,47.9999,,1.898,,45.6624,,4.2651,4.24,4.2618,,1.7064,,5.6868,,67.0037,3.0306,2.5173,,,,,,,,,2.0306,0.4841,,,,,-0.1214,,2.2752,1.6943,4061087685.26,45.7429,,,1.8534,1.8584,0.6905,-73.877,25.93,25.93,-63.4298,26.6558,25.4847,26.58,27.82,-63.0648,22.9383,0.4804,58.9603,0.48,26.8494,26.8494,81.9893,46.6611,2.964
600030.SH,20130830,20130630,0.19,0.19,0.5484,0.5484,3.0553,0.5342,2.1807,7187613.68,2102485966.19,,,,,,,,0.0329,249769038.32,,,,,,,,,,,,,29909671985.73,0.1915,7.659,-1.6896,2.7149,0.6274,,,,34.9414,,,,34.9414,,47.3858,,3.2557,,44.8067,,2.4697,2.42,2.4613,,1.1485,,4.9394,,57.5142,2.3537,2.1516,,,,,,,,,1.3537,0.7369,,,,,-0.1626,,2.297,1.1478,3626872815.67,44.9657,,,1.3213,1.3175,0.5692,-427.8656,-5.0,-5.0,-156.0,-5.6755,-6.47,-6.18,-5.44,-154.2265,-6.4312,-2.4132,18.1466,-2.41,4.3736,4.3736,-9.1299,2.7926,0.2636
600030.SH,20130830,20130630,0.19,0.19,0.5484,0.5484,3.0553,0.5342,2.1807,7187613.68,2102485966.19,,,,,,,,0.0329,249769038.32,,,26623603413.3695,,,,,,,,,,29909671985.73,0.1915,7.659,-1.6896,2.7149,0.6274,,,,34.9414,,,,34.9414,,47.3858,,3.2557,,44.8067,,2.4697,2.42,2.4613,,1.1485,,4.9394,,57.5142,2.3537,2.1516,,,,,,,,,1.3537,0.7369,,,,,-0.1626,,2.297,1.1478,3626872815.67,44.9657,,,1.3213,1.3175,0.5692,-427.8656,-5.0,-5.0,-156.0,-5.6755,-6.47,-6.18,-5.44,-154.2265,-6.4312,-2.4132,18.1466,-2.41,4.3736,4.3736,-9.1299,2.7926,0.2636
600030.SH,20130426,20130331,0.09,0.09,0.268,0.268,3.1154,0.5342,2.3777,3944341.69,971381484.38,,,,,,,,0.0165,68379284.44,,,,,,,,,,,,,32080396751.93,0.0885,7.9268,-0.49,2.9119,-0.0134,,,,34.033,,,,34.033,,51.1485,,0.0016,,45.209,,1.1224,1.12,1.1179,,0.5612,,4.4896,,53.8613,2.1674,2.0604,,,,,,,,,1.1674,0.8553,,,,,-0.0529,,2.2448,0.5447,3679968349.86,45.3871,,,1.1224,1.1179,0.5612,-182.8285,12.5,12.5,-712.5,20.866,18.9893,12.98,14.6238,-735.9801,13.1834,1.02,12.5022,1.0,23.586,23.586,23.586,-21.6946,-0.1777
600030.SH,20130426,20130331,0.09,0.09,0.268,0.268,3.1154,0.5342,2.3777,3944341.69,971381484.38,,,,,,,,0.0165,68379284.44,,,,,,,,,,,,,32080396751.93,0.0885,7.9268,-0.49,2.9119,-0.0134,,,,34.033,,,,34.033,,51.1485,,0.0016,,45.209,,1.1224,1.12,1.1179,,0.5612,,4.4896,,53.8613,2.1674,2.0604,,,,,,,,,1.1674,0.8553,,,,,-0.0529,,2.2448,0.5447,3679968349.86,45.3871,,,1.1224,1.1179,0.5612,-182.8285,12.5,12.5,-712.5,20.866,18.9893,12.98,14.6238,-735.9801,13.1834,1.02,12.5022,1.0,23.586,23.586,23.586,-21.6946,-0.1777
600030.SH,20130328,20121231,0.38,0.38,1.0614,1.0614,3.1217,0.5342,2.2892,46751552.63,4190666923.74,,,,,,,,0.0738,1313088598.2,,,,,,,,,,,,,31105070925.86,0.3846,7.8484,-1.73,2.8234,-0.8639,,,,36.8295,,,,36.8295,,49.7696,,0.2569,,46.4405,,4.8973,4.9,4.8432,,2.719,,4.8973,,48.5576,1.9439,1.8306,,,,,,,,,0.9439,1.0567,,,,,-0.2335,,2.719,2.6752,3711611258.5,46.9243,,,1.5418,1.5227,0.8735,-161.9228,-69.11,-69.11,29.1,-63.82,-63.49,-66.31,-66.64,29.05,-66.2592,-0.13,13.6412,-0.14,-53.2865,-53.2865,-77.2427,99.0814,-0.1412
600030.SH,20130328,20121231,0.38,0.38,1.0614,1.0614,3.1217,0.5342,2.2892,46751552.63,4190666923.74,,,,,,,,0.0738,1313088598.2,,,22971475723.6401,,,,,,,,,,31105070925.86,0.3846,7.8484,-1.73,2.8234,-0.8639,,,,36.8295,,,,36.8295,,49.7696,,0.2569,,46.4405,,4.8973,4.9,4.8432,,2.719,,4.8973,,48.5576,1.9439,1.8306,,,,,,,,,0.9439,1.0567,,,,,-0.2335,,2.719,2.6752,3711611258.5,46.9243,,,1.5418,1.5227,0.8735,-161.9228,-69.11,-69.11,29.1,-63.82,-63.49,-66.31,-66.64,29.05,-66.2592,-0.13,13.6412,-0.14,-53.2865,-53.2865,-77.2427,99.0814,-0.1412
600030.SH,20121031,20120930,0.27,0.27,0.7395,0.7395,3.045,0.496,2.2719,30460988.5,2889931443.5,,,,,,,,0.0546,1087989268.6,,,,,,,,,,,,,30494137053.07,0.2651,7.6591,-1.21,2.7679,-0.6456,,,,35.788,,,,35.788,,50.735,,-0.0433,,45.7322,,3.4163,3.39,3.3807,,1.9553,,4.5551,,43.5047,1.7701,1.7445,,,,,,,,,0.7701,1.2933,,,,,-0.2048,,2.6071,1.9584,3661589168.22,46.2404,,,0.797,0.791,0.4468,-255.9415,50.0,50.0,58.28,-17.5022,-16.5783,86.58,-13.2542,53.67,-31.8618,-2.54,1.1354,-2.55,-13.7818,-13.7818,21.5083,-51.4985,28.5772
600030.SH,20121031,20120930,0.27,0.27,0.7395,0.7395,3.045,0.496,2.2719,30460988.5,2889931443.5,,,,,,,,0.0546,1087989268.6,,,,,,,,,,,,,30494137053.07,0.2651,7.6591,-1.21,2.7679,-0.6456,,,,35.788,,,,35.788,,50.735,,-0.0433,,45.7322,,3.4163,3.39,3.3807,,1.9553,,4.5551,,43.5047,1.7701,1.7445,,,,,,,,,0.7701,1.2933,,,,,-0.2048,,2.6071,1.9584,3661589168.22,46.2404,,,0.797,0.791,0.4468,-255.9415,50.0,50.0,58.28,-17.5022,-16.5783,86.58,-13.2542,53.67,-31.8618,-2.54,1.1354,-2.55,-13.7818,-13.7818,21.5083,-51.4985,28.5772
600030.SH,20120831,20120630,0.2,0.2,0.5254,0.5254,3.0884,0.496,2.211,25359814.27,2223388571.37,,,,,,,,0.0389,683865798.73,,,,,,,,,,,,,29822493006.71,0.2041,7.6389,-0.66,2.707,-0.5128,,,,38.8266,,,,38.8266,,47.1807,,-0.059,,49.5803,,2.6341,2.56,2.6044,,1.5107,,5.2682,,43.3763,1.766,1.7425,,,,,,,,,0.766,1.3,,,,,-0.1131,,3.0214,1.5116,3693073199.28,50.1778,,,1.6144,1.6033,0.9255,-240.3741,-33.33,-33.33,69.16,-28.25,-27.33,-24.37,-25.23,65.66,-39.1878,-2.8,0.6493,-2.81,-22.9084,-22.9084,-16.3033,59.8552,24.3641
600030.SH,20120831,20120630,0.2,0.2,0.5254,0.5254,3.0884,0.496,2.211,25359814.27,2223388571.37,,,,,,,,0.0389,683865798.73,,,8662173335.8256,,,,,,,,,,29822493006.71,0.2041,7.6389,-0.66,2.707,-0.5128,,,,38.8266,,,,38.8266,,47.1807,,-0.059,,49.5803,,2.6341,2.56,2.6044,,1.5107,,5.2682,,43.3763,1.766,1.7425,,,,,,,,,0.766,1.3,,,,,-0.1131,,3.0214,1.5116,3693073199.28,50.1778,,,1.6144,1.6033,0.9255,-240.3741,-33.33,-33.33,69.16,-28.25,-27.33,-24.37,-25.23,65.66,-39.1878,-2.8,0.6493,-2.81,-22.9084,-22.9084,-16.3033,59.8552,24.3641
600030.SH,20120428,20120331,0.08,0.08,0.2169,0.2169,3.088,0.496,2.5152,15803132.1,847452004.19,,,,,,,,0.016,280332082.14,,,,,,,,,,,,,33174185459.01,0.0784,7.9409,0.08,3.0112,0.1287,,,,36.1816,,,,36.1816,,50.6581,,0.0191,,46.2264,,0.9918,0.99,0.9737,,0.5804,,3.9672,,41.2737,1.7028,1.7113,,,,,,,,,0.7028,1.4168,,,,,0.0137,,2.3216,0.5796,3689013597.59,47.1404,,,0.9918,0.9737,0.5804,35.5279,-42.86,-42.86,105.8824,-37.8366,-36.6089,-36.39,-37.5589,106.2623,-47.6306,1.02,0.8922,1.04,-30.6904,-30.6904,-30.6904,-89.4767,21.4557
