ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
600030.SH,20120831,20120831,20120630,1,4,2,0.2,0.2,5788191322.7,5788191322.7,,,,2879632091.61,,,,,,,1560522903.39,895537152.85,95605676.34,34400534.9,259336345.69,1867601288.44,251683863.14,53047329.96,2918390428.22,,,,184944643.81,,2730910592.0,,-3414939.25,,,,,,2918390428.22,,,,5950131.66,2869800894.48,35956668.56,1368969.12,,2904388593.92,657029476.11,2247359117.81,2248748385.64,-1389267.83,67161370.29,2314520488.1,2315841990.59,-1321502.49,2872336086.89,3082881708.59,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20120428,20120428,20120331,1,4,1,0.08,0.08,2389079331.44,2389079331.44,,,,1204368540.96,,,,,,,748495316.07,300488533.69,48556520.76,11521369.67,338877048.7,481264226.11,77712314.24,1189456.14,1284694748.22,,,,71252463.51,,1210263152.74,,457361.84,,,,,,1284694748.22,,,,2721770.13,1104384583.22,22286750.04,449390.21,,1126221943.05,261815478.81,864406464.24,863255136.29,1151327.95,42185923.55,906592387.79,905340116.8,1252270.99,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20120330,20120330,20111231,1,4,4,1.23,1.23,25033193809.54,25033193809.54,,,,8645748343.02,,,,,,,3570675276.28,1485366587.57,217759537.19,206106653.31,-755001289.65,15563360057.26,415763040.5,-28466603.18,10021953997.25,,,,488343292.79,,8013240245.37,,1513624671.79,,,,,,10021953997.25,,,,6745787.3,15011239812.29,30973126.95,11209539.51,,15031003399.73,2426514537.84,12604488861.89,12576482780.31,28006081.58,-2872623608.16,9731865253.73,9715170511.16,16694742.57,16536973877.43,16844354593.71,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20111029,20111029,20110930,1,4,3,0.34,0.34,9449919982.79,9449919982.79,,,,6619103204.68,,,,,,,2904618560.05,1124429686.23,162579442.21,82675938.63,-768211233.6,2452555831.85,43226552.34,8327943.76,4933372613.41,,,,399198554.13,,4535833791.53,,-5552616.5,,,,,,4933372613.41,,,,3892884.25,4516547369.38,7895730.53,8285981.49,,4516157118.42,1177432985.45,3338724132.97,3333392815.18,5331317.79,-3144592272.1,194131860.87,200716890.19,-6585029.32,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20110820,20110820,20110630,1,4,2,0.3,0.3,7508196461.76,7508196461.76,,,,4381828572.04,,,,,,,2042093512.2,580899854.42,106799429.92,67687871.25,-322831821.51,2666524804.62,819958.42,11781159.82,3508471364.76,,,,288367677.14,,3223302480.84,,-5218548.36,,,,,,3508471364.76,,,,2019755.14,3999725097.0,4934619.05,8048282.34,,3996611433.71,1013748227.36,2982863206.35,2973413091.48,9450114.87,-777164310.63,2205698895.72,2207540699.62,-1841803.9,4001744852.14,4134641209.49,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20110430,20110430,20110331,1,4,1,0.14,0.14,3446968325.77,3446968325.77,,,,2187889838.03,,,,,,,1088330540.17,235743760.86,54244047.35,29356101.83,-252846337.26,1121389894.45,24524605.13,3655360.29,1670383958.66,,,,157095982.84,,1514871654.16,,-2598555.91,,,,,,1670383958.66,,,,1014877.57,1776584367.11,1631484.03,1590038.82,,1776625812.32,415873424.68,1360752387.64,1357200798.07,3551589.57,232356259.69,1593108647.33,1594556307.46,-1447660.13,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20110409,20110409,20101231,1,4,4,1.14,1.14,27794902050.93,27794902050.93,,,,14858427127.13,,,,,,,7808647115.0,2903052886.54,180891705.18,101175116.3,565099652.44,10959790650.74,24287544.48,7167600.78,11525721636.77,,,,961660148.57,,10535353736.74,,17524763.52,,,,,,11525721636.77,,,,11182987.94,16269180414.16,85506126.22,34745811.58,,16319940728.8,4183889585.22,12136051143.58,11311343211.09,824707932.49,797328056.17,12933379199.75,12151478408.97,781900790.78,16268893519.57,16638684050.95,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20101030,20101030,20100930,1,4,3,0.4,0.4,12421095885.75,12421095885.75,,,,9952418530.3,,,,,,,5576599970.87,1388376227.4,130495923.29,86991033.78,207953991.51,1121769785.93,-32974856.84,5763873.39,6442212041.59,,,,553763229.71,,5888245472.16,,-8231123.55,,,,,,6442212041.59,,,,8434463.27,5978883844.16,72961583.31,10586381.15,,6041259046.32,1420065788.26,4621193258.06,4023183372.9,598009885.16,1233799232.31,5854992490.37,5243068110.12,611924380.25,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20100828,20100828,20100630,1,4,2,0.26,0.26,7905360342.49,7905360342.49,,,,6702983611.02,,,,,,,3739903636.69,994003596.58,86290870.98,83165522.9,52722378.67,355562843.87,-38909199.87,9453359.6,3987337712.57,,,,373566114.37,,3614856775.66,,-8590129.18,,,,,,3987337712.57,,,,7504951.72,3918022629.92,70846933.41,6184746.72,,3982684816.61,927138116.55,3055546700.06,2628487137.05,427059563.01,-804612972.64,2250933727.42,1837768506.21,413165221.21,3925527581.64,4114756411.08,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20100430,20100430,20100331,1,4,1,0.23,0.23,4063327703.44,4063327703.44,,,,3236131800.83,,,,,,,1909918585.77,334124341.98,41300926.25,31178831.1,182452210.56,263211403.36,3629175.25,3929190.81,2007746848.12,,,,182174479.49,,1831231758.06,,-8575626.73,,,,,,2007746848.12,,,,2916237.3,2055580855.32,13637037.31,1736544.53,,2067481348.1,441768125.33,1625713222.77,1498868266.36,126844956.41,233777284.51,1859490507.28,1692187377.09,167303130.19,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20100331,20100331,20091231,1,4,4,1.35,1.35,22006522161.88,22006522161.88,,,,16919087748.72,,,,,,,10921849766.77,2401334045.91,146085929.38,151369186.04,51537690.04,3478916119.19,102738620.75,4250425.63,8746139656.21,,,,1033641061.87,,8016052577.94,,-315269418.47,,,,,,8746139656.21,,,,11715434.87,13260382505.67,114331465.07,72722170.24,,13301991800.5,3213795680.48,10088196120.02,8984029173.87,1104166946.15,755402528.31,10843598648.33,9696064948.35,1147533699.98,12958203610.89,13276985305.54,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20091031,20091031,20090930,1,4,3,0.95,0.95,15222223916.43,15222223916.43,,,,11729671037.62,,,,,,,8293836223.24,1037870557.93,166036906.83,96103215.75,-85680688.62,2536221868.15,25000287.2,381608.77,5844930694.24,,,,705434475.2,,5471742551.74,,-341059271.96,,,,,,5844930694.24,,,,8812939.26,9377293222.19,52191146.22,11125006.34,,9418359362.07,2288326948.05,7130032414.02,6290655470.63,839376943.39,-225213199.32,6904819214.7,6080023230.66,824795984.05,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20090815,20090815,20090630,1,4,2,0.58,0.58,8991769935.81,8991769935.81,,,,6972630663.29,,,,,,,4903797294.06,588673497.39,103534145.54,24943905.74,19066847.65,1338156046.55,37982490.45,1022657.7,3238987126.57,,,,409869899.48,,3164140421.8,,-340909977.97,,,,,,3238987126.57,,,,5886783.26,5752782809.24,5048134.88,2444563.38,,5755386380.74,1420514941.75,4334871438.99,3826664604.75,508206834.24,,,,,5419089649.68,5573090403.33,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20090430,20090430,20090331,1,4,1,0.23,0.23,3459093210.43,3459093210.43,,,,2871153751.97,,,,,,,2089606191.57,117800514.08,26970676.8,15085305.03,-18935088.98,285488306.04,-4605791.93,612954.46,1187493545.17,,,,162685742.54,,1308479434.85,,-286623733.59,,,,,,1187493545.17,,,,2952101.37,2271599665.26,169791.68,527826.12,,2271241630.82,553025395.39,1718216235.43,1504410155.03,213806080.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20090430,20090430,20081231,1,4,4,1.1,1.1,17708257237.07,17708257237.07,,,,12798440201.9,,,,,,,7457115659.74,1782839232.91,149874003.51,71133896.72,-3341380871.12,6451468331.36,632516.05,22990078.34,8164957297.98,,,,784757902.07,,6658158630.15,,709335931.04,,,,,,8164957297.98,,,,12704834.72,9543299939.09,41094398.64,23017500.07,,9561376837.66,1511147565.56,8050229272.1,7305001010.04,745228262.06,,,,,10265340704.85,10562977652.04,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20081030,20081030,20080930,1,4,3,0.89,0.89,13901222140.87,13901222140.87,,,,9890094429.24,,,,,,,5928912536.06,1247574855.9,130763649.65,78364870.28,-3412179034.23,6011810827.91,-124297.53,31041083.1,5760939941.14,,,,635844763.07,,5067468907.53,,47623131.4,,,,,,5760939941.14,,,,10003139.14,8140282199.73,6362377.29,20709163.36,,8125935413.66,1700666015.54,6425269398.12,5897702989.09,527566409.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20080809,20080809,20080630,1,4,2,0.72,0.72,10912688931.75,10912688931.75,,,,7589617492.14,,,,,,,4615899738.82,932382135.09,106631998.32,30519497.36,-3504692043.36,5923156692.57,-124297.53,30891016.25,4372924666.79,,,,496032950.97,,3873904685.62,,-3964158.62,,,,,,4372924666.79,,,,6951188.82,6539764264.96,4500026.67,19412445.37,,6524851846.26,1356191920.87,5168659925.39,4769337305.1,399322620.29,,,,,6542751295.16,6673132500.57,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20080428,20080428,20080331,1,4,1,0.76,0.76,5792974346.04,5792974346.04,,,,4237525040.81,,,,,,,2588603793.22,603507591.8,66795819.52,17307125.27,-913861048.04,2081371220.75,,-32144909.34,2217235667.61,,,,291468273.03,,1927151351.84,,-3722151.17,,,,,,2217235667.61,,,,2338193.91,3575738678.43,2585586.74,5961148.13,,3572363117.04,810265626.85,2762097490.19,2521618564.72,240478925.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20080317,20080317,20071231,1,4,4,4.01,4.01,30871114124.31,30871114124.31,,,,18956119725.89,,,,,,,13377642352.73,2193889909.68,161536389.77,47704515.03,3351154147.58,7575636114.89,9108856.41,-50417759.77,11008179276.94,,,,1321633464.72,,9530748419.98,,146837212.94,,,,,,11008179276.94,,,,8960179.3,19862934847.37,59203782.12,17965875.74,,19904172753.75,6358386888.46,13545785865.29,12388521279.25,1157264586.04,,,,,20018732239.61,20230427527.85,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20071026,20071026,20070930,1,4,3,2.77,2.77,19352429194.76,19352429194.76,,,,13237485963.84,,,,,,,10358031463.68,1057583925.81,110415921.85,29528032.4,978603440.24,4549894366.28,,-26490859.37,6397752540.25,,,,886238094.69,,5535563635.14,,-30405539.32,,,,,,6397752540.25,,,,6356349.74,12954676654.51,4131315.85,15498045.92,,12943309924.44,3489946260.18,9453363664.26,8362951404.08,1090412260.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20070815,20070815,20070630,1,4,2,1.41,1.41,10639086908.35,10639086908.35,,,,8139544276.97,,,,,,,6636147922.28,473444090.42,66221846.22,112452837.81,5180048.95,2083169451.53,,-31435641.42,3707872672.45,,,,531849409.73,,3198063132.12,,-27614557.8,,,,,,3707872672.45,,,,5574688.4,6931214235.9,1264791.13,10465885.4,,6922013141.63,1896723140.89,5025290000.74,4208211452.92,817078547.82,,,,,6909174366.5,7018199902.19,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20070427,20070427,20070331,1,4,1,0.42,0.42,3339031596.23,3339031596.23,,,,2455420766.19,,,,,,,2066838714.45,225704070.0,17996745.19,37626643.44,55373936.63,710998225.31,0.0,-202024.7,1565776895.81,,,,171082448.49,,1393374013.67,,-334659.67,,,,,,1565776895.81,,,,1655093.32,1773254700.42,307173.57,1163825.65,,1772398048.34,374269030.96,1398129017.38,1254344294.64,143784722.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20080317,20070316,20061231,1,4,4,0.89,0.89,5990851441.14,5990851441.14,,,,3768117785.11,,,,,,,2652706017.95,976310758.52,35018330.5,237183871.69,176389769.57,1564406231.61,31082326.64,-17240303.71,2606323659.31,,,,277699300.84,,2179865815.44,,142643213.37,,,,,,2606323659.31,,,,6115329.66,3384527781.83,26245447.65,11868746.32,,3398904483.16,812635703.93,2586268779.23,2434646513.02,151622266.21,,,,,3533286324.86,3730604343.17,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20071026,20061031,20060930,1,4,3,0.48,0.48,3199356856.0,3199356856.0,,,,2110170451.17,,,,,,,1744613032.97,338012285.3,22956740.0,81219752.63,346226713.2,505765880.15,,-581868.88,1523810231.58,,,,137388492.82,,1386052547.42,,-739.49,,,,,,1523810231.58,,,,369930.83,1675546624.42,10889291.03,4261924.65,,1682173990.8,305368505.65,1376805485.15,1270546303.4,106259181.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20070815,20060816,20060630,1,4,2,0.26,0.26,1975994579.33,1975994579.33,,,,1255476838.76,,,,,,,1112208932.69,109962592.4,13355085.42,45094055.57,197033468.57,409374151.09,,-318053.44,938931527.71,,,,85641120.85,,853029873.28,,-906.65,,,,,,938931527.71,,,,261440.23,1037063051.62,1685452.94,1342924.13,,1037405580.43,181875274.11,855530306.32,775833190.68,79697115.64,,,,,1037323585.2,1133123924.8,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20070427,20060427,20060331,1,4,1,0.05,0.05,467568571.4,467568571.4,,,,243996030.62,,,,,,,234287193.76,5949997.5,3758839.36,29874059.92,62872100.33,95809627.38,0.0,-241538.7,315119238.68,,,,19893728.72,,295170017.05,,-861.74,,,,,,315119238.68,,,,56354.65,152449332.72,185420.55,215831.88,,152418921.39,21801730.19,130617191.2,125119311.42,5497879.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20060329,20060329,20051231,1,4,4,,,1027210141.98,1027210141.98,,,320519109.56,302825940.81,,,,,,,,184503258.42,14554524.54,295884575.63,,307293349.97,,-292828.6,604123233.06,,,17693168.75,38779062.64,587494130.28,587494130.28,,-22154916.04,,,,,,604123233.06,,,,4956.18,423086908.92,4376265.84,47964660.13,,379498514.63,49880733.45,329617781.18,400041572.7,-70423791.52,,,,,-204250349.97,-204250349.97,,126235233.37,526276806.07,,,,,,,,40004157.27,20002078.64,,,,,426266412.89,,124075000.0,,,0
600030.SH,20051028,20051028,20050930,1,4,3,,,363929296.4,363929296.4,,,221754894.95,,,,,,,,,,,,,135622576.64,,-204442.65,,,,12231776.73,18047659.6,390872840.25,,,-116851532.76,,,,,,,,,,,165340677.16,1488869.98,3676283.38,,144382219.88,1041216.28,143341003.6,140443298.38,2897705.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20050812,20050812,20050630,1,4,2,,,188626429.43,188626429.43,,,122609999.37,,,,,,,,,,,,,81500129.82,,637.83,,,,7103505.14,10304595.27,231544360.35,,,-77518697.48,,,,,,,,,,,73741632.06,678535.95,3534276.63,,66904459.04,,66904459.04,66220679.33,683779.71,,,,,-60326031.33,-60326031.33,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20050429,20050429,20050331,1,4,1,,,60500101.69,60500101.69,,,57007622.11,,,,,,,,,,,,,13283622.51,,-2571.21,,,,3441309.08,4289839.59,110417225.48,,,-70069734.98,,,,,,,,,,,-44692132.7,261676.16,3292971.25,,9062684.68,949797.31,8112887.37,8270642.62,-157755.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20050420,20050420,20041231,1,4,4,,,965905711.85,965905711.85,,,381311362.08,327946329.02,,,,,,,,187587948.03,7034289.23,253746549.55,,305328830.66,,-254366.73,745473728.92,,,53365033.06,35596690.8,523475608.24,523475608.24,,186401429.88,,,,,,745473728.92,,,,,220431982.93,4061112.45,8677930.63,,215815164.75,42318074.71,173497090.04,165685280.91,7811809.13,,,,,-170007228.49,-170007228.49,,274936272.69,440621553.6,,,,,,,,16568528.09,8284264.05,,,,,399200233.37,,272965000.0,,,0
600030.SH,20041030,20041030,20040930,1,4,3,,,623943697.94,623943697.94,,,299709422.9,,,,,,,,,,,,,125057604.76,,-2866.96,,,,41978280.56,27437141.67,376937695.05,,,128756810.5,,,,,,,,,,,370486196.65,1203110.08,925756.32,,116949135.15,19640664.1,97308471.05,94285836.47,3022634.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20040826,20040826,20040630,1,4,2,,,486919937.42,486919937.42,,,228645768.93,,,,,,,,,,,,,101049248.58,,-2861.16,,,,30271686.5,22068762.38,257924552.34,,,156557658.54,,,,,,,,,,,339005924.63,1111475.06,131266.89,,82379225.68,22220990.42,60158235.26,56522959.6,3635275.66,,,,,176654936.2,176654936.2,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20040429,20040429,20040331,1,4,1,,,174724110.31,174724110.31,,,113030325.4,,,,,,,,,,,,,6802511.21,,,,,,14746098.29,7444449.08,102741350.71,,,15032000.01,,,,,,,,,,,48427936.52,62776.79,32506.88,,26623695.21,10111416.78,16512278.43,16512278.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20040329,20040329,20031231,1,4,4,,,843855616.43,843855616.43,,,256467594.43,218625780.85,,,,,,,,209515632.53,8385300.36,257708867.57,,248721147.17,,154541.2,427356057.25,,,37841813.58,34112524.04,502149435.69,502149435.69,,-113043126.39,,,,,,427356057.25,,,,4137223.91,416499559.18,2791333.23,5757810.5,,413533081.91,48043787.09,365489294.82,365489294.82,,,,,,-232397592.57,-110899194.3,,93871968.22,459361263.04,,,,,,,,36548929.48,18274464.74,,,,,367988939.34,,93052666.65,,,0
600030.SH,20031029,20031029,20030930,1,4,3,,,449728153.2,449728153.2,,,182601707.26,,,,,,,,,,,,,107352325.49,,,,,,26358115.66,17866163.07,353572449.8,,,-57144444.94,,,,,,,,,,,215232514.05,1475515.02,4173178.45,,162326970.07,5436170.21,156890799.86,156890799.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20030815,20030815,20030630,1,4,2,,,294682550.32,294682550.32,,,133691974.91,,,,,,,,,,,,,85882227.3,,,,,,19242921.7,11031856.47,244544836.29,,,-91423081.57,,,,,,,,,,,157635241.86,576948.03,2940204.43,,160812839.73,5235752.64,155577087.09,155577087.09,,,,,,19862935.86,82930916.9,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20030415,20030415,20030331,1,4,1,,,72354983.43,72354983.43,,,51597002.33,,,,,,,,,,,,,8375309.79,,,,,,7332573.34,4541243.52,108282633.33,,,-89535280.25,,,,,,,,,,,-41576670.9,363429.02,61453.2,,35344031.86,1401597.84,33942434.02,33942434.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20030415,20030415,20021231,1,4,4,,,762588776.71,762588776.71,,,263758018.6,235698186.36,,,,,,,,,27694207.37,277371996.19,,67263820.42,,42436.92,615604295.23,,,28059832.24,37449227.83,565850258.51,565850258.51,,,,,,,,615604295.23,,,,12304808.89,146984481.48,1662144.66,4118973.56,,144527652.58,34451830.97,110075821.61,110075821.61,,,,,,-434620800.38,-307232762.72,,11315102.01,121390923.62,,,,,,,,11007582.16,5503791.08,,,,,93871968.22,,93052666.65,,,0
600030.SH,20031029,20031029,20020930,1,4,3,,,545347178.1,545347178.1,,,219759537.82,197435264.29,27389506.8,,,,,,,,,,,27387209.98,,2296.82,,,,22324273.53,22360900.78,423664908.3,,,-78073193.09,,,,,,,,,,,77580287.2,1172423.82,1306322.04,,128132372.09,22797748.71,105334623.38,105334623.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20021213,20021213,20020630,1,4,2,,,425760718.18,425760718.18,,,162024782.1,,,,,,,,,,,,,21740928.94,,,,,,14667291.23,18485388.12,279560774.53,,,,,,,,,,,,,,182670670.85,124880.79,1089386.22,,181706165.42,21185708.84,160520456.58,160520456.58,,,,,,113047264.3,174273976.45,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20021213,20021213,20011231,1,4,4,,,1829383368.84,1829383368.84,,,480217852.21,437804116.74,,,,,,,,,287383396.21,511342368.54,,621166269.96,,-19976.82,983008908.31,,,42413735.47,108716237.75,757164721.4,757164721.4,,,,,,,,983008908.31,,,,117127949.16,846374460.53,2350514.0,16287377.39,,832437597.14,201167988.74,631269608.4,631269608.4,,,,,,163923952.82,281823907.85,,861284811.06,1489232743.28,,,,,,,-3321676.18,63126960.85,31563480.41,,,,,1331415341.17,,1318900000.0,,,0
600030.SH,20021213,20021213,20001231,1,4,4,,,2193922318.93,2193922318.93,,,550236115.27,519999284.85,,,,,,,,,224794043.94,392750951.79,,1161597528.15,,-19322.76,715285819.48,,,30236830.42,170587904.42,590444763.05,590444763.05,,,,,,,,715285819.48,,,,-45746847.99,1478636499.45,2362173.87,61991100.99,,1419007572.33,289508722.25,1129498850.08,1129498850.08,,,,,,812208057.99,884115758.87,,318832930.71,1446688562.53,,,,,,,-1643218.26,112949885.01,56474942.5,,,,,1164313850.01,,303029038.95,,,0
600030.SH,20021213,20021213,19991231,1,4,4,,,984151301.32,984151301.32,,,313036118.61,299968843.75,,,,,,,,,81413657.29,185469930.67,,394091032.01,,-19284.5,383452381.64,,,13067274.86,74573646.26,313614730.29,313614730.29,,,,,,,,383452381.64,,,,-4735994.91,600698919.68,1656397.88,2376999.01,,599978318.55,211955248.33,388023070.22,388023070.22,,,,,,269280919.62,326040161.01,,225347767.25,613370837.47,,,,,,,,38802307.02,19401153.51,,,,,516365069.92,,120795098.75,76737040.46,,0
